DateTime,PM10 µg/m³,PM2.5 µg/m³,NO µg/m³,NO2 µg/m³,CO mg/m³,O µg/m³,Passive_Cigarette,Over_PM25_Limit,Month
2014-12-30,33.0,27.0,101.3,54.4,0.8,23.9,1.2,1,12
2014-12-31,39.0,30.0,85.2,48.8,0.8,19.3,1.4,1,12
2015-01-01,65.0,54.0,97.8,51.1,1.0,18.0,2.5,1,1
2015-01-02,71.0,61.0,130.9,61.4,1.3,14.9,2.8,1,1
2015-01-03,81.0,66.0,209.2,76.5,1.6,13.9,3.0,1,1
2015-01-04,50.0,42.0,149.5,64.9,1.3,24.2,1.9,1,1
2015-01-05,30.0,23.0,167.8,71.3,1.3,24.5,1.0,0,1
2015-01-06,54.0,45.0,143.2,67.9,1.3,18.9,2.0,1,1
2015-01-07,89.0,75.0,168.8,71.2,1.6,14.2,3.4,1,1
2015-01-08,77.0,61.0,170.2,71.6,1.5,21.0,2.8,1,1
2015-01-09,87.0,66.0,248.5,82.5,1.7,26.0,3.0,1,1
2015-01-10,53.0,41.0,97.0,55.0,1.2,27.9,1.9,1,1
2015-01-11,66.0,60.0,74.0,44.0,1.1,43.7,2.7,1,1
2015-01-12,29.0,22.0,96.9,52.0,1.5,34.2,1.0,0,1
2015-01-13,71.0,54.0,,,1.8,23.6,2.5,1,1
2015-01-14,,,,,1.9,27.5,,0,1
2015-01-15,74.0,63.0,,,1.7,27.0,2.9,1,1
2015-01-16,75.0,61.0,211.1,74.7,1.5,24.7,2.8,1,1
2015-01-17,33.0,25.0,123.5,66.0,1.3,24.7,1.1,1,1
2015-01-18,33.0,27.0,132.7,73.1,1.4,25.0,1.2,1,1
2015-01-19,52.0,42.0,294.5,87.9,1.9,22.9,1.9,1,1
2015-01-20,,,239.4,85.6,1.7,25.0,,0,1
2015-01-21,41.0,33.0,198.0,83.4,1.6,20.4,1.5,1,1
2015-01-22,28.0,26.0,174.7,72.6,1.6,17.0,1.2,1,1
2015-01-23,45.0,34.0,234.5,82.5,1.8,21.5,1.5,1,1
2015-01-24,63.0,47.0,283.2,91.7,2.0,28.2,2.1,1,1
2015-01-25,14.0,8.0,134.6,71.0,1.3,29.0,0.4,0,1
2015-01-26,27.0,20.0,126.8,72.8,1.4,27.5,0.9,0,1
2015-01-27,74.0,57.0,317.0,107.1,2.0,27.7,2.6,1,1
2015-01-28,57.0,42.0,243.5,92.6,1.9,23.9,1.9,1,1
2015-01-29,66.0,49.0,281.8,97.8,1.9,27.8,2.2,1,1
2015-01-30,36.0,31.0,155.3,79.5,1.6,23.3,1.4,1,1
2015-01-31,41.0,31.0,191.4,84.4,1.5,25.8,1.4,1,1
2015-02-01,50.0,43.0,182.9,81.0,1.7,29.9,2.0,1,2
2015-02-02,43.0,29.0,236.2,94.2,1.9,23.1,1.3,1,2
2015-02-03,62.0,48.0,198.8,85.1,1.7,23.0,2.2,1,2
2015-02-04,55.0,37.0,208.0,88.9,1.8,21.8,1.7,1,2
2015-02-05,22.0,11.0,135.7,71.0,1.6,22.9,0.5,0,2
2015-02-06,20.0,17.0,214.5,84.4,1.7,17.1,0.8,0,2
2015-02-07,26.0,20.0,101.5,65.2,1.6,34.3,0.9,0,2
2015-02-08,35.0,31.0,105.9,64.5,1.6,32.3,1.4,1,2
2015-02-09,53.0,44.0,157.6,85.0,1.8,31.2,2.0,1,2
2015-02-10,93.0,76.0,227.3,106.2,2.0,28.3,3.5,1,2
2015-02-11,112.0,88.0,264.2,110.5,2.3,,4.0,1,2
2015-02-12,136.0,113.0,338.5,116.0,2.4,36.1,5.1,1,2
2015-02-13,145.0,113.0,251.8,106.4,1.4,22.5,5.1,1,2
2015-02-14,59.0,47.0,123.5,71.4,0.9,20.5,2.1,1,2
2015-02-15,25.0,16.0,123.3,67.8,1.0,13.5,0.7,0,2
2015-02-16,38.0,18.0,212.7,85.5,1.3,16.4,0.8,0,2
2015-02-17,51.0,40.0,162.6,82.1,1.2,31.2,1.8,1,2
2015-02-18,54.0,44.0,114.4,74.8,0.9,37.7,2.0,1,2
2015-02-19,87.0,66.0,160.5,90.7,1.2,29.3,3.0,1,2
2015-02-20,77.0,63.0,187.8,88.4,1.3,42.5,2.9,1,2
2015-02-21,58.0,52.0,82.1,59.5,0.9,38.7,2.4,1,2
2015-02-22,16.0,13.0,79.3,54.0,0.9,44.6,0.6,0,2
2015-02-23,47.0,34.0,225.5,94.3,1.5,17.4,1.5,1,2
2015-02-24,27.0,18.0,198.6,88.5,1.2,21.5,0.8,0,2
2015-02-25,15.0,9.0,113.1,66.0,0.9,33.7,0.4,0,2
2015-02-26,28.0,18.0,146.5,79.7,1.0,21.3,0.8,0,2
2015-02-27,55.0,37.0,184.9,88.8,1.3,16.1,1.7,1,2
2015-02-28,64.0,47.0,172.2,83.5,1.2,22.2,2.1,1,2
2015-03-01,59.0,45.0,207.2,85.1,1.5,37.1,2.0,1,3
2015-03-02,39.0,31.0,131.0,78.6,1.2,28.9,1.4,1,3
2015-03-03,35.0,26.0,130.4,72.1,1.1,31.8,1.2,1,3
2015-03-04,55.0,43.0,147.8,70.1,1.3,29.1,2.0,1,3
2015-03-05,13.0,10.0,81.0,48.9,0.9,46.8,0.5,0,3
2015-03-06,22.0,14.0,115.7,72.3,1.0,25.9,0.6,0,3
2015-03-07,28.0,19.0,92.9,61.4,1.0,37.3,0.9,0,3
2015-03-08,49.0,38.0,102.1,67.8,1.1,41.4,1.7,1,3
2015-03-09,50.0,38.0,106.2,70.6,1.1,35.5,1.7,1,3
2015-03-10,78.0,58.0,147.1,86.5,1.3,27.4,2.6,1,3
2015-03-11,102.0,75.0,161.4,94.3,1.5,35.4,3.4,1,3
2015-03-12,44.0,31.0,87.9,59.4,1.1,47.4,1.4,1,3
2015-03-13,52.0,36.0,129.5,77.5,1.2,35.0,1.6,1,3
2015-03-14,44.0,31.0,70.6,49.3,1.0,51.6,1.4,1,3
2015-03-15,43.0,32.0,51.0,36.4,1.0,63.4,1.5,1,3
2015-03-16,37.0,29.0,97.5,60.3,1.2,35.5,1.3,1,3
2015-03-17,36.0,28.0,136.8,79.1,1.4,17.3,1.3,1,3
2015-03-18,59.0,44.0,153.0,76.5,1.5,25.7,2.0,1,3
2015-03-19,88.0,65.0,114.2,74.2,1.4,38.0,3.0,1,3
2015-03-20,59.0,41.0,98.4,67.7,1.2,49.7,1.9,1,3
2015-03-21,56.0,43.0,72.6,52.4,1.1,57.6,2.0,1,3
2015-03-22,35.0,30.0,65.7,43.4,1.1,48.7,1.4,1,3
2015-03-23,,,118.3,65.5,1.4,37.4,,0,3
2015-03-24,,,117.5,74.0,1.4,35.1,,0,3
2015-03-25,35.0,33.0,104.5,63.8,1.3,31.3,1.5,1,3
2015-03-26,28.0,24.0,97.2,56.3,1.3,26.6,1.1,0,3
2015-03-27,19.0,19.0,89.9,55.2,1.2,36.8,0.9,0,3
2015-03-28,,20.0,88.7,61.1,1.2,43.1,0.9,0,3
2015-03-29,32.0,28.0,77.5,58.2,1.2,47.4,1.3,1,3
2015-03-30,20.0,9.0,83.8,50.2,1.2,47.0,0.4,0,3
2015-03-31,22.0,16.0,85.8,55.6,1.3,47.5,0.7,0,3
2015-04-01,10.0,7.0,65.4,40.0,1.1,71.6,0.3,0,4
2015-04-02,15.0,11.0,78.6,51.5,1.1,46.7,0.5,0,4
2015-04-03,23.0,19.0,62.5,43.8,1.1,54.8,0.9,0,4
2015-04-04,18.0,14.0,46.4,32.7,1.0,66.9,0.6,0,4
2015-04-05,16.0,15.0,41.2,29.5,1.0,60.0,0.7,0,4
2015-04-06,13.0,17.0,45.8,32.8,1.0,62.5,0.8,0,4
2015-04-07,18.0,14.0,82.6,54.6,1.2,50.6,0.6,0,4
2015-04-08,36.0,31.0,116.1,72.8,1.4,34.9,1.4,1,4
2015-04-09,51.0,47.0,111.7,72.0,1.4,40.6,2.1,1,4
2015-04-10,52.0,44.0,92.9,67.1,1.4,58.3,2.0,1,4
2015-04-11,30.0,22.0,69.2,51.6,1.3,72.3,1.0,0,4
2015-04-12,38.0,28.0,53.3,44.3,1.2,85.0,1.3,1,4
2015-04-13,51.0,39.0,97.3,70.1,1.5,48.5,1.8,1,4
2015-04-14,39.0,30.0,113.0,73.9,1.5,51.3,1.4,1,4
2015-04-15,47.0,38.0,96.8,70.5,1.4,60.1,1.7,1,4
2015-04-16,33.0,25.0,68.6,53.8,1.4,66.6,1.1,1,4
2015-04-17,25.0,17.0,77.5,56.0,1.3,49.0,0.8,0,4
2015-04-18,31.0,25.0,67.2,44.5,1.3,43.9,1.1,1,4
2015-04-19,16.0,14.0,43.7,30.5,1.2,70.1,0.6,0,4
2015-04-20,33.0,32.0,88.8,63.4,1.4,44.5,1.5,1,4
2015-04-21,38.0,29.0,112.1,76.9,1.6,35.5,1.3,1,4
2015-04-22,32.0,25.0,91.0,67.4,1.5,61.3,1.1,1,4
2015-04-23,21.0,20.0,55.8,41.1,1.4,82.9,0.9,0,4
2015-04-24,30.0,21.0,62.8,47.3,1.4,84.2,1.0,0,4
2015-04-25,39.0,28.0,49.1,37.3,1.3,72.0,1.3,1,4
2015-04-26,37.0,32.0,53.4,40.8,1.4,47.0,1.5,1,4
2015-04-27,23.0,16.0,78.2,48.9,1.4,32.1,0.7,0,4
2015-04-28,22.0,11.0,86.5,45.9,1.3,34.3,0.5,0,4
2015-04-29,24.0,21.0,89.1,51.9,0.7,39.2,1.0,0,4
2015-04-30,22.0,21.0,75.3,48.3,0.7,51.8,1.0,0,4
2015-05-01,24.0,15.0,69.1,45.6,0.6,54.1,0.7,0,5
2015-05-02,17.0,16.0,51.1,35.5,0.7,48.5,0.7,0,5
2015-05-03,31.0,16.0,54.4,37.5,0.7,46.9,0.7,0,5
2015-05-04,30.0,15.0,90.3,61.1,0.9,24.9,0.7,0,5
2015-05-05,55.0,38.0,87.2,57.0,0.9,39.7,1.7,1,5
2015-05-06,58.0,36.0,94.0,64.5,1.0,41.1,1.6,1,5
2015-05-07,41.0,25.0,76.4,50.1,0.8,60.2,1.1,1,5
2015-05-08,37.0,24.0,92.0,65.9,0.9,50.7,1.1,0,5
2015-05-09,16.0,14.0,67.7,48.4,0.7,39.1,0.6,0,5
2015-05-10,15.0,10.0,56.1,44.6,0.6,70.0,0.5,0,5
2015-05-11,29.0,22.0,93.8,67.7,0.8,61.5,1.0,0,5
2015-05-12,31.0,20.0,73.4,54.8,0.8,79.6,0.9,0,5
2015-05-13,33.0,22.0,73.6,52.4,0.9,81.6,1.0,0,5
2015-05-14,30.0,18.0,54.9,39.4,0.8,78.8,0.8,0,5
2015-05-15,23.0,16.0,60.1,39.5,0.8,70.8,0.7,0,5
2015-05-16,15.0,8.0,45.7,32.2,0.7,63.7,0.4,0,5
2015-05-17,23.0,13.0,42.0,32.2,0.7,79.5,0.6,0,5
2015-05-18,29.0,19.0,73.0,50.7,0.8,72.5,0.9,0,5
2015-05-19,24.0,16.0,56.7,42.5,0.8,77.4,0.7,0,5
2015-05-20,12.0,8.0,87.9,51.0,1.0,47.8,0.4,0,5
2015-05-21,11.0,5.0,87.5,52.3,0.9,50.5,0.2,0,5
2015-05-22,19.0,15.0,62.8,44.9,0.8,56.0,0.7,0,5
2015-05-23,14.0,10.0,64.6,44.9,0.7,47.1,0.5,0,5
2015-05-24,8.0,6.0,43.0,31.5,0.7,71.3,0.3,0,5
2015-05-25,18.0,14.0,66.2,49.2,0.8,63.4,0.6,0,5
2015-05-26,18.0,15.0,68.4,45.1,0.8,61.8,0.7,0,5
2015-05-27,13.0,12.0,70.7,47.7,0.8,57.9,0.5,0,5
2015-05-28,22.0,16.0,66.4,44.1,0.8,75.9,0.7,0,5
2015-05-29,25.0,18.0,62.7,45.3,0.8,81.1,0.8,0,5
2015-05-30,20.0,14.0,35.3,25.9,0.7,86.7,0.6,0,5
2015-05-31,24.0,16.0,35.5,25.6,0.7,92.5,0.7,0,5
2015-06-01,28.0,20.0,43.1,32.3,0.7,86.4,0.9,0,6
2015-06-02,16.0,13.0,35.6,28.3,0.7,81.5,0.6,0,6
2015-06-03,24.0,15.0,65.2,47.8,0.9,72.6,0.7,0,6
2015-06-04,38.0,26.0,93.2,74.6,1.0,88.3,1.2,1,6
2015-06-05,37.0,22.0,78.1,65.1,1.0,105.2,1.0,0,6
2015-06-06,36.0,26.0,58.0,47.1,0.9,81.6,1.2,1,6
2015-06-07,19.0,11.0,38.3,31.4,0.8,,0.5,0,6
2015-06-08,18.0,11.0,59.3,44.1,0.8,,0.5,0,6
2015-06-09,20.0,12.0,60.5,46.2,0.9,,0.5,0,6
2015-06-10,27.0,20.0,66.9,47.1,0.9,115.7,0.9,0,6
2015-06-11,32.0,23.0,78.6,60.8,1.0,77.1,1.0,0,6
2015-06-12,38.0,25.0,74.1,56.4,1.0,71.0,1.1,1,6
2015-06-13,35.0,26.0,57.2,41.4,0.9,53.6,1.2,1,6
2015-06-14,23.0,13.0,53.6,37.6,0.8,39.2,0.6,0,6
2015-06-15,22.0,12.0,52.4,35.9,0.9,56.5,0.5,0,6
2015-06-16,17.0,4.0,64.8,45.1,0.9,43.8,0.2,0,6
2015-06-17,16.0,9.0,65.1,44.3,0.8,59.5,0.4,0,6
2015-06-18,29.0,18.0,72.4,49.7,0.9,74.4,0.8,0,6
2015-06-19,38.0,25.0,69.4,51.9,0.9,81.2,1.1,1,6
2015-06-20,14.0,9.0,57.6,36.8,0.8,85.6,0.4,0,6
2015-06-21,16.0,11.0,37.6,27.8,0.7,85.9,0.5,0,6
2015-06-22,21.0,13.0,69.7,49.0,0.8,72.1,0.6,0,6
2015-06-23,21.0,12.0,66.0,45.8,0.9,55.1,0.5,0,6
2015-06-24,9.0,4.0,53.9,34.7,0.8,77.1,0.2,0,6
2015-06-25,17.0,7.0,65.0,44.4,0.8,76.4,0.3,0,6
2015-06-26,27.0,14.0,66.8,51.4,0.9,91.2,0.6,0,6
2015-06-27,25.0,15.0,52.0,41.8,0.8,113.5,0.7,0,6
2015-06-28,16.0,9.0,34.6,27.2,0.8,,0.4,0,6
2015-06-29,21.0,10.0,62.9,45.3,0.9,93.5,0.5,0,6
2015-06-30,22.0,12.0,66.4,46.4,0.9,92.4,0.5,0,6
2015-07-01,36.0,20.0,66.4,49.7,0.9,103.8,0.9,0,7
2015-07-02,31.0,18.0,61.6,48.4,0.9,101.3,0.8,0,7
2015-07-03,33.0,17.0,62.9,49.0,0.9,107.0,0.8,0,7
2015-07-04,27.0,17.0,48.3,36.0,0.8,104.9,0.8,0,7
2015-07-05,33.0,19.0,39.4,31.5,0.8,118.0,0.9,0,7
2015-07-06,43.0,25.0,66.7,49.3,1.0,84.1,1.1,1,7
2015-07-07,40.0,26.0,54.4,41.1,1.0,89.3,1.2,1,7
2015-07-08,33.0,19.0,45.4,32.3,1.0,72.1,0.9,0,7
2015-07-09,21.0,10.0,59.2,40.5,0.9,71.8,0.5,0,7
2015-07-10,17.0,6.0,55.1,38.2,0.8,84.2,0.3,0,7
2015-07-11,23.0,11.0,47.0,36.0,0.8,106.2,0.5,0,7
2015-07-12,27.0,16.0,37.3,30.2,0.8,,0.7,0,7
2015-07-13,34.0,16.0,56.7,44.9,1.0,84.8,0.7,0,7
2015-07-14,29.0,14.0,58.0,44.0,1.0,103.8,0.6,0,7
2015-07-15,37.0,20.0,67.6,52.0,1.0,107.6,0.9,0,7
2015-07-16,34.0,19.0,59.7,45.4,0.9,100.1,0.9,0,7
2015-07-17,26.0,13.0,56.8,43.1,0.9,86.0,0.6,0,7
2015-07-18,23.0,13.0,48.7,38.5,0.8,92.7,0.6,0,7
2015-07-19,22.0,12.0,37.9,26.4,0.7,78.4,0.5,0,7
2015-07-20,30.0,15.0,43.7,32.1,0.8,75.7,0.7,0,7
2015-07-21,28.0,18.0,60.1,46.3,0.9,79.9,0.8,0,7
2015-07-22,35.0,20.0,72.4,57.3,0.9,108.3,0.9,0,7
2015-07-23,22.0,13.0,55.1,41.6,0.8,62.3,0.6,0,7
2015-07-24,31.0,18.0,56.2,42.8,0.9,,0.8,0,7
2015-07-25,21.0,13.0,40.2,29.4,0.8,,0.6,0,7
2015-07-26,14.0,6.0,37.0,26.8,0.7,,0.3,0,7
2015-07-27,25.0,14.0,49.8,34.9,0.9,,0.6,0,7
2015-07-28,31.0,15.0,54.2,37.2,0.9,,0.7,0,7
2015-07-29,27.0,11.0,48.4,34.7,0.9,,0.5,0,7
2015-07-30,22.0,10.0,56.0,37.9,0.9,,0.5,0,7
2015-07-31,12.0,5.0,51.8,31.5,0.8,83.3,0.2,0,7
2015-08-01,17.0,8.0,49.6,34.8,0.8,59.8,0.4,0,8
2015-08-02,22.0,13.0,33.8,24.4,0.8,70.6,0.6,0,8
2015-08-03,31.0,17.0,57.1,43.6,1.0,92.8,0.8,0,8
2015-08-04,32.0,19.0,58.7,46.7,1.0,97.8,0.9,0,8
2015-08-05,30.0,18.0,56.8,43.4,1.0,102.4,0.8,0,8
2015-08-06,32.0,19.0,60.5,49.0,1.0,105.5,0.9,0,8
2015-08-07,41.0,24.0,55.9,47.1,0.9,109.0,1.1,0,8
2015-08-08,35.0,22.0,45.5,36.8,0.8,104.6,1.0,0,8
2015-08-09,21.0,7.0,32.8,25.3,0.8,92.1,0.3,0,8
2015-08-10,25.0,20.0,37.3,27.8,0.8,62.7,0.9,0,8
2015-08-11,29.0,14.0,45.1,34.5,0.9,64.0,0.6,0,8
2015-08-12,39.0,29.0,51.1,42.7,0.9,78.9,1.3,1,8
2015-08-13,36.0,28.0,51.6,43.9,0.9,101.2,1.3,1,8
2015-08-14,36.0,24.0,47.2,37.1,0.9,75.5,1.1,0,8
2015-08-15,17.0,11.0,32.9,23.6,0.8,48.5,0.5,0,8
2015-08-16,14.0,8.0,23.9,16.6,0.7,57.9,0.4,0,8
2015-08-17,18.0,8.0,31.7,23.2,0.7,62.0,0.4,0,8
2015-08-18,19.0,7.0,35.7,24.4,0.7,66.7,0.3,0,8
2015-08-19,14.0,8.0,38.6,25.0,0.6,68.1,0.4,0,8
2015-08-20,14.0,10.0,38.7,28.3,0.7,64.0,0.5,0,8
2015-08-21,17.0,10.0,38.4,26.5,0.7,72.8,0.5,0,8
2015-08-22,21.0,13.0,34.8,24.3,0.6,79.6,0.6,0,8
2015-08-23,17.0,14.0,34.7,24.2,0.7,73.0,0.6,0,8
2015-08-24,31.0,23.0,47.5,32.1,0.7,39.1,1.0,0,8
2015-08-25,29.0,17.0,39.4,27.0,0.8,47.7,0.8,0,8
2015-08-26,19.0,17.0,55.1,37.5,0.8,54.4,0.8,0,8
2015-08-27,31.0,18.0,58.7,46.4,0.9,66.0,0.8,0,8
2015-08-28,31.0,17.0,60.6,49.9,0.9,67.8,0.8,0,8
2015-08-29,36.0,21.0,59.1,48.9,0.9,82.2,1.0,0,8
2015-08-30,29.0,18.0,49.9,42.9,0.9,78.2,0.8,0,8
2015-08-31,22.0,14.0,73.0,57.2,0.9,62.7,0.6,0,8
2015-09-01,29.0,16.0,63.2,48.0,0.9,72.3,0.7,0,9
2015-09-02,24.0,15.0,57.4,42.3,0.9,62.6,0.7,0,9
2015-09-03,19.0,8.0,61.6,42.5,0.9,58.7,0.4,0,9
2015-09-04,17.0,7.0,58.7,41.8,0.8,66.5,0.3,0,9
2015-09-05,7.0,6.0,61.7,40.6,0.7,64.5,0.3,0,9
2015-09-06,9.0,6.0,54.1,39.1,0.7,62.8,0.3,0,9
2015-09-07,18.0,11.0,78.5,55.4,0.8,49.7,0.5,0,9
2015-09-08,18.0,10.0,78.3,51.3,0.8,51.6,0.5,0,9
2015-09-09,21.0,11.0,86.4,55.2,0.8,51.0,0.5,0,9
2015-09-10,24.0,14.0,73.4,46.2,0.8,57.9,0.6,0,9
2015-09-11,26.0,14.0,75.6,46.5,0.8,59.9,0.6,0,9
2015-09-12,34.0,22.0,65.7,49.0,0.8,48.6,1.0,0,9
2015-09-13,28.0,20.0,50.0,34.4,0.8,45.3,0.9,0,9
2015-09-14,26.0,15.0,67.4,43.9,1.0,40.9,0.7,0,9
2015-09-15,25.0,13.0,87.0,54.4,1.0,29.9,0.6,0,9
2015-09-16,32.0,12.0,124.6,64.4,1.1,10.5,0.5,0,9
2015-09-17,,,114.9,56.9,1.2,20.3,,0,9
2015-09-18,,,95.9,56.5,1.1,29.7,,0,9
2015-09-19,35.0,18.0,67.6,43.1,0.9,45.8,0.8,0,9
2015-09-20,18.0,10.0,52.5,38.4,0.8,47.8,0.5,0,9
2015-09-21,30.0,17.0,93.0,61.3,1.0,41.6,0.8,0,9
2015-09-22,29.0,17.0,93.0,56.5,1.0,43.4,0.8,0,9
2015-09-23,16.0,9.0,100.1,55.8,0.9,34.6,0.4,0,9
2015-09-24,18.0,11.0,130.3,65.9,1.0,20.4,0.5,0,9
2015-09-25,27.0,12.0,146.6,78.9,1.1,18.0,0.5,0,9
2015-09-26,29.0,16.0,102.4,62.0,1.0,40.4,0.7,0,9
2015-09-27,24.0,12.0,70.1,39.8,0.8,40.5,0.5,0,9
2015-09-28,24.0,9.0,79.5,43.6,0.9,38.0,0.4,0,9
2015-09-29,24.0,10.0,80.9,48.7,0.9,33.6,0.5,0,9
2015-09-30,28.0,17.0,82.6,50.5,1.0,38.1,0.8,0,9
2015-10-01,21.0,11.0,75.3,44.9,1.0,28.2,0.5,0,10
2015-10-02,30.0,17.0,125.9,61.2,1.2,7.9,0.8,0,10
2015-10-03,24.0,19.0,85.3,46.8,1.1,11.8,0.9,0,10
2015-10-04,29.0,20.0,59.4,39.5,1.1,31.3,0.9,0,10
2015-10-05,29.0,18.0,96.2,55.6,1.2,21.7,0.8,0,10
2015-10-06,38.0,26.0,96.5,60.8,1.2,16.9,1.2,1,10
2015-10-07,45.0,28.0,96.2,53.8,1.3,18.6,1.3,1,10
2015-10-08,24.0,13.0,108.5,60.0,1.3,24.3,0.6,0,10
2015-10-09,31.0,22.0,104.7,56.5,1.3,16.1,1.0,0,10
2015-10-10,20.0,14.0,64.1,40.1,1.1,25.2,0.6,0,10
2015-10-11,33.0,22.0,74.8,45.8,1.2,29.6,1.0,0,10
2015-10-12,39.0,28.0,94.7,56.1,1.3,17.5,1.3,1,10
2015-10-13,21.0,15.0,104.0,51.6,1.3,17.8,0.7,0,10
2015-10-14,17.0,8.0,94.8,43.7,1.3,13.0,0.4,0,10
2015-10-15,16.0,17.0,100.6,50.3,1.3,17.4,0.8,0,10
2015-10-16,17.0,12.0,80.5,47.5,1.2,30.6,0.5,0,10
2015-10-17,33.0,25.0,90.4,54.3,1.3,18.5,1.1,1,10
2015-10-18,39.0,29.0,79.9,52.9,1.3,19.7,1.3,1,10
2015-10-19,51.0,38.0,121.1,57.4,1.6,12.1,1.7,1,10
2015-10-20,31.0,21.0,123.0,63.9,1.5,14.3,1.0,0,10
2015-10-21,37.0,28.0,138.7,63.7,1.6,15.4,1.3,1,10
2015-10-22,35.0,24.0,133.6,66.5,1.6,16.0,1.1,0,10
2015-10-23,58.0,42.0,206.5,80.7,1.6,12.3,1.9,1,10
2015-10-24,75.0,58.0,203.0,76.5,1.4,11.4,2.6,1,10
2015-10-25,76.0,66.0,150.7,72.5,1.3,11.0,3.0,1,10
2015-10-26,90.0,74.0,235.0,76.0,1.7,5.4,3.4,1,10
2015-10-27,81.0,58.0,271.5,76.5,1.8,4.4,2.6,1,10
2015-10-28,50.0,36.0,165.6,67.8,1.1,8.5,1.6,1,10
2015-10-29,30.0,20.0,115.7,47.1,1.0,8.8,0.9,0,10
2015-10-30,45.0,30.0,222.8,70.2,1.6,5.7,1.4,1,10
2015-10-31,40.0,28.0,131.7,60.4,1.1,15.9,1.3,1,10
2015-11-01,41.0,30.0,123.4,61.6,1.0,22.1,1.4,1,11
2015-11-02,49.0,,141.5,71.2,1.1,8.7,,0,11
2015-11-03,72.0,,267.7,81.6,1.6,4.4,,0,11
2015-11-04,,,136.1,62.1,1.2,9.8,,0,11
2015-11-05,56.0,38.0,274.7,87.0,1.7,9.3,1.7,1,11
2015-11-06,68.0,55.0,278.0,87.8,1.9,9.9,2.5,1,11
2015-11-07,66.0,57.0,385.0,100.6,2.2,8.5,2.6,1,11
2015-11-08,67.0,49.0,319.2,99.4,2.1,9.7,2.2,1,11
2015-11-09,43.0,30.0,162.0,64.8,1.4,15.0,1.4,1,11
2015-11-10,53.0,35.0,207.5,78.5,1.5,10.8,1.6,1,11
2015-11-11,57.0,37.0,317.5,89.9,1.9,7.7,1.7,1,11
2015-11-12,69.0,52.0,232.9,83.7,1.6,5.6,2.4,1,11
2015-11-13,87.0,70.0,327.7,97.6,1.9,6.7,3.2,1,11
2015-11-14,45.0,45.0,120.4,55.9,1.0,3.4,2.0,1,11
2015-11-15,46.0,48.0,95.3,54.5,1.0,5.9,2.2,1,11
2015-11-16,56.0,47.0,167.3,62.2,1.3,3.3,2.1,1,11
2015-11-17,63.0,49.0,208.3,66.1,1.4,3.3,2.2,1,11
2015-11-18,53.0,45.0,204.4,65.9,1.4,3.0,2.0,1,11
2015-11-19,44.0,32.0,149.9,57.4,1.3,3.3,1.5,1,11
2015-11-20,51.0,40.0,164.2,62.5,1.4,5.0,1.8,1,11
2015-11-21,39.0,29.0,132.4,54.1,1.2,8.1,1.3,1,11
2015-11-22,17.0,13.0,80.3,44.9,0.9,20.9,0.6,0,11
2015-11-23,18.0,11.0,117.5,60.6,1.0,9.3,0.5,0,11
2015-11-24,37.0,29.0,167.1,66.6,1.3,8.0,1.3,1,11
2015-11-25,60.0,50.0,184.0,67.9,1.3,4.3,2.3,1,11
2015-11-26,77.0,64.0,220.1,71.0,1.6,5.0,2.9,1,11
2015-11-27,58.0,46.0,268.2,82.5,1.6,5.9,2.1,1,11
2015-11-28,57.0,44.0,252.4,81.0,1.6,4.4,2.0,1,11
2015-11-29,78.0,62.0,221.2,80.6,1.6,5.0,2.8,1,11
2015-11-30,70.0,48.0,253.7,81.9,1.9,7.5,2.2,1,11
2015-12-01,83.0,66.0,239.9,78.0,1.8,6.0,3.0,1,12
2015-12-02,111.0,79.0,278.7,85.7,1.9,4.0,3.6,1,12
2015-12-03,98.0,67.0,333.5,84.6,2.1,4.2,3.0,1,12
2015-12-04,84.0,62.0,329.6,84.2,2.1,4.0,2.8,1,12
2015-12-05,63.0,53.0,156.9,59.6,1.5,3.6,2.4,1,12
2015-12-06,70.0,52.0,141.5,56.9,1.5,3.5,2.4,1,12
2015-12-07,71.0,68.0,134.5,51.8,1.5,3.5,3.1,1,12
2015-12-08,84.0,75.0,184.6,62.3,1.9,4.3,3.4,1,12
2015-12-09,67.0,60.0,182.8,62.7,1.8,3.2,2.7,1,12
2015-12-10,57.0,42.0,254.4,69.0,2.0,4.1,1.9,1,12
2015-12-11,59.0,48.0,259.3,67.3,1.9,4.0,2.2,1,12
2015-12-12,72.0,60.0,280.4,72.8,1.9,4.2,2.7,1,12
2015-12-13,74.0,62.0,214.3,67.9,1.9,3.8,2.8,1,12
2015-12-14,81.0,67.0,232.5,67.1,1.8,3.7,3.0,1,12
2015-12-15,99.0,78.0,295.6,79.6,2.0,4.2,3.5,1,12
2015-12-16,103.0,83.0,337.2,95.4,1.8,5.1,3.8,1,12
2015-12-17,96.0,76.0,352.2,98.0,2.0,4.9,3.5,1,12
2015-12-18,100.0,78.0,,114.3,2.3,4.9,3.5,1,12
2015-12-19,84.0,69.0,315.6,88.5,1.8,4.7,3.1,1,12
2015-12-20,85.0,70.0,289.9,81.3,2.0,5.0,3.2,1,12
2015-12-21,81.0,67.0,271.5,73.1,1.7,3.4,3.0,1,12
2015-12-22,76.0,58.0,248.4,64.8,1.7,3.2,2.6,1,12
2015-12-23,77.0,55.0,282.1,65.5,1.7,3.3,2.5,1,12
2015-12-24,57.0,45.0,129.8,49.4,1.2,3.0,2.0,1,12
