DateTime,PM10 µg/m³,PM2.5 µg/m³,NO µg/m³,NO2 µg/m³,CO mg/m³,O µg/m³,Passive_Cigarette,Over_PM25_Limit,Month
2019-09-13,36.0,19.0,68.0,51.7,1.1,65.3,0.9,0,9
2019-09-14,39.0,22.0,51.6,43.1,1.0,74.2,1.0,0,9
2019-09-15,36.0,22.0,46.2,38.8,1.0,71.8,1.0,0,9
2019-09-16,46.0,27.0,65.7,52.7,1.0,66.7,1.2,1,9
2019-09-17,31.0,13.0,63.2,46.1,0.7,76.5,0.6,0,9
2019-09-18,28.0,12.0,53.7,39.6,0.6,70.4,0.5,0,9
2019-09-19,23.0,8.0,78.7,44.4,0.6,44.9,0.4,0,9
2019-09-20,36.0,12.0,71.5,45.3,0.6,50.7,0.5,0,9
2019-09-21,30.0,12.0,60.0,43.4,0.5,61.9,0.5,0,9
2019-09-22,29.0,18.0,45.5,35.4,0.6,59.8,0.8,0,9
2019-09-23,40.0,23.0,62.2,42.9,0.6,44.6,1.0,0,9
2019-09-24,48.0,32.0,101.3,61.9,0.8,23.8,1.5,1,9
2019-09-25,35.0,18.0,94.2,57.2,0.8,32.9,0.8,0,9
2019-09-26,55.0,38.0,70.9,51.8,0.8,35.0,1.7,1,9
2019-09-27,64.0,44.0,81.1,58.3,0.9,32.4,2.0,1,9
2019-09-28,39.0,20.0,62.9,43.8,0.7,43.2,0.9,0,9
2019-09-29,23.0,6.0,33.9,26.7,0.6,64.0,0.3,0,9
2019-09-30,,,66.7,46.0,0.7,49.2,,0,9
2019-10-01,36.0,14.0,68.0,48.1,0.8,41.7,0.6,0,10
2019-10-02,18.0,7.0,63.9,43.1,0.7,43.6,0.3,0,10
2019-10-03,18.0,8.0,72.7,44.6,0.6,47.7,0.4,0,10
2019-10-04,29.0,14.0,71.3,46.9,0.6,30.7,0.6,0,10
2019-10-05,40.0,20.0,80.5,54.0,0.7,31.0,0.9,0,10
2019-10-06,43.0,29.0,51.3,35.9,0.7,45.6,1.3,1,10
2019-10-07,13.0,5.0,55.6,36.8,0.7,43.4,0.2,0,10
2019-10-08,34.0,19.0,74.7,48.2,0.8,27.6,0.9,0,10
2019-10-09,35.0,21.0,85.5,54.0,0.8,14.3,1.0,0,10
2019-10-10,36.0,25.0,79.7,46.3,0.9,18.2,1.1,1,10
2019-10-11,48.0,30.0,92.7,50.8,0.7,18.3,1.4,1,10
2019-10-12,60.0,40.0,101.9,58.6,0.8,23.6,1.8,1,10
2019-10-13,66.0,46.0,96.0,53.9,0.9,16.1,2.1,1,10
2019-10-14,60.0,41.0,97.7,54.8,0.9,12.3,1.9,1,10
2019-10-15,50.0,34.0,57.9,40.0,0.6,22.8,1.5,1,10
2019-10-16,17.0,3.0,104.3,57.1,0.8,35.7,0.1,0,10
2019-10-17,30.0,12.0,130.2,60.1,0.9,15.1,0.5,0,10
2019-10-18,17.0,13.0,66.8,46.1,0.7,31.9,0.6,0,10
2019-10-19,27.0,16.0,56.6,38.7,0.6,19.9,0.7,0,10
2019-10-20,16.0,11.0,38.8,27.8,0.6,36.3,0.5,0,10
2019-10-21,14.0,5.0,74.1,45.2,0.6,28.3,0.2,0,10
2019-10-22,29.0,14.0,90.8,49.2,0.9,27.6,0.6,0,10
2019-10-23,51.0,27.0,137.4,58.7,1.1,12.6,1.2,1,10
2019-10-24,33.0,21.0,76.2,50.5,0.7,15.3,1.0,0,10
2019-10-25,26.0,11.0,122.0,53.2,1.0,8.1,0.5,0,10
2019-10-26,29.0,15.0,117.2,54.6,1.0,11.7,0.7,0,10
2019-10-27,31.0,17.0,127.8,53.8,1.1,12.2,0.8,0,10
2019-10-28,49.0,31.0,103.3,56.8,1.0,13.0,1.4,1,10
2019-10-29,46.0,36.0,82.2,54.2,0.8,12.7,1.6,1,10
2019-10-30,34.0,22.0,66.5,37.6,0.7,12.1,1.0,0,10
2019-10-31,28.0,18.0,65.4,36.5,0.7,15.6,0.8,0,10
2019-11-01,25.0,15.0,56.9,39.0,0.6,21.0,0.7,0,11
2019-11-02,32.0,22.0,55.6,35.6,0.6,20.4,1.0,0,11
2019-11-03,8.0,5.0,50.1,30.3,0.6,10.5,0.2,0,11
2019-11-04,26.0,12.0,146.6,49.2,1.1,4.2,0.5,0,11
2019-11-05,31.0,18.0,108.2,49.1,0.9,6.5,0.8,0,11
2019-11-06,17.0,12.0,123.9,61.4,0.9,7.1,0.5,0,11
2019-11-07,30.0,16.0,145.1,61.8,0.9,5.1,0.7,0,11
2019-11-08,12.0,6.0,78.4,49.5,0.7,24.4,0.3,0,11
2019-11-09,26.0,15.0,111.2,56.2,0.8,12.5,0.7,0,11
2019-11-10,35.0,29.0,96.5,50.3,0.9,11.0,1.3,1,11
2019-11-11,23.0,16.0,125.9,61.1,0.9,4.7,0.7,0,11
2019-11-12,21.0,14.0,110.7,53.7,0.9,12.2,0.6,0,11
2019-11-13,42.0,23.0,132.2,61.0,1.1,11.6,1.0,0,11
2019-11-14,31.0,18.0,143.8,63.1,1.1,5.3,0.8,0,11
2019-11-15,26.0,16.0,105.6,41.6,1.1,20.3,0.7,0,11
2019-11-16,25.0,19.0,88.3,49.5,1.0,11.9,0.9,0,11
2019-11-17,16.0,10.0,65.3,45.1,0.9,23.4,0.5,0,11
2019-11-18,33.0,23.0,111.0,55.3,1.0,9.3,1.0,0,11
2019-11-19,23.0,12.0,119.6,63.7,1.0,12.7,0.5,0,11
2019-11-20,36.0,19.0,111.2,53.2,1.2,7.9,0.9,0,11
2019-11-21,35.0,25.0,87.8,48.1,1.1,8.8,1.1,1,11
2019-11-22,38.0,20.0,84.7,44.2,1.0,6.8,0.9,0,11
2019-11-23,8.0,5.0,42.8,30.2,0.8,41.5,0.2,0,11
2019-11-24,14.0,8.0,63.4,41.3,0.9,31.8,0.4,0,11
2019-11-25,37.0,16.0,147.5,58.4,1.3,8.1,0.7,0,11
2019-11-26,40.0,25.0,170.6,53.8,1.4,3.7,1.1,1,11
2019-11-27,29.0,17.0,118.8,42.3,1.2,3.1,0.8,0,11
2019-11-28,36.0,20.0,102.6,35.9,1.1,3.8,0.9,0,11
2019-11-29,46.0,34.0,,,1.0,3.4,1.5,1,11
2019-11-30,35.0,28.0,,,0.8,4.6,1.3,1,11
2019-12-01,34.0,26.0,,,0.6,7.0,1.2,1,12
2019-12-02,28.0,15.0,,,0.7,10.9,0.7,0,12
2019-12-03,25.0,15.0,,,0.6,8.9,0.7,0,12
2019-12-04,25.0,15.0,,,0.4,21.4,0.7,0,12
2019-12-05,57.0,41.0,,,0.9,5.4,1.9,1,12
2019-12-06,77.0,52.0,222.1,81.0,1.3,3.4,2.4,1,12
2019-12-07,46.0,48.0,169.6,67.9,1.0,4.6,2.2,1,12
2019-12-08,70.0,56.0,177.1,67.0,1.1,3.8,2.5,1,12
2019-12-09,82.0,60.0,144.1,61.4,1.1,5.0,2.7,1,12
2019-12-10,37.0,14.0,131.6,59.7,0.8,21.0,0.6,0,12
2019-12-11,37.0,23.0,158.1,72.7,0.9,7.3,1.0,0,12
2019-12-12,33.0,26.0,104.4,61.0,0.8,10.9,1.2,1,12
2019-12-13,27.0,21.0,121.4,61.4,0.8,7.4,1.0,0,12
2019-12-14,40.0,26.0,217.8,79.5,1.2,5.6,1.2,1,12
2019-12-15,39.0,31.0,141.7,63.5,1.0,4.4,1.4,1,12
2019-12-16,41.0,33.0,172.1,65.7,1.2,3.0,1.5,1,12
2019-12-17,46.0,34.0,191.8,61.6,1.3,2.8,1.5,1,12
2019-12-18,44.0,27.0,236.7,61.9,1.5,2.9,1.2,1,12
2019-12-19,35.0,24.0,156.4,54.0,1.2,2.9,1.1,0,12
2019-12-20,28.0,,90.7,43.4,0.9,8.3,,0,12
2019-12-21,20.0,19.0,95.8,49.5,1.0,5.6,0.9,0,12
2019-12-22,18.0,14.0,73.1,46.0,0.9,20.4,0.6,0,12
2019-12-23,31.0,10.0,105.5,57.6,1.0,18.9,0.5,0,12
2019-12-24,22.0,11.0,121.8,61.7,1.1,15.4,0.5,0,12
2019-12-25,27.0,15.0,138.5,66.7,1.1,11.2,0.7,0,12
2019-12-26,37.0,26.0,142.5,64.2,1.1,7.5,1.2,1,12
2019-12-27,56.0,41.0,186.3,65.1,1.4,5.1,1.9,1,12
2019-12-28,61.0,38.0,192.7,66.5,1.4,4.1,1.7,1,12
2019-12-29,69.0,52.0,133.5,53.4,1.3,4.3,2.4,1,12
2019-12-30,59.0,47.0,65.4,39.8,0.9,14.0,2.1,1,12
2019-12-31,63.0,52.0,117.7,52.7,1.2,6.0,2.4,1,12
