Day_of_Week,Weekend_Day,Month,Season,PM2.5 µg/m³,Over_PM25_Limit,NO µg/m³,NO2 µg/m³,CO mg/m³,O µg/m³,Mean_Temperature_°C,Humidity_Level_%,Mean_Windspeed_km/h,ATM_Pressure,ATM_Phenom_Fog,ATM_Phenom_Snow,ATM_Phenom_Rain,ATM_Phenom_Sultriness
3,0,10,4,13.0,0,108.5,60.0,1.3,24.3,18.0,73.0,6.0,1015.0,0,0,0,0
4,0,10,4,22.0,0,104.7,56.5,1.3,16.1,17.0,78.0,6.0,1017.0,1,0,0,0
5,1,10,4,14.0,0,64.1,40.1,1.1,25.2,17.0,77.0,6.0,1011.0,1,0,1,0
6,1,10,4,22.0,0,74.8,45.8,1.2,29.6,16.0,76.0,4.0,1007.0,0,0,0,0
0,0,10,4,28.0,1,94.7,56.1,1.3,17.5,16.0,78.0,5.0,1013.0,0,0,1,0
1,0,10,4,15.0,0,104.0,51.6,1.3,17.8,15.0,96.0,8.0,1013.0,0,0,1,0
2,0,10,4,8.0,0,94.8,43.7,1.3,13.0,15.0,91.0,8.0,1007.0,0,0,1,0
3,0,10,4,17.0,0,100.6,50.3,1.3,17.4,13.0,84.0,14.0,1007.0,0,0,1,0
4,0,10,4,12.0,0,80.5,47.5,1.2,30.6,11.0,80.0,8.0,1013.0,1,0,1,0
5,1,10,4,25.0,1,90.4,54.3,1.3,18.5,11.0,83.0,5.0,1018.0,1,0,1,0
6,1,10,4,29.0,1,79.9,52.9,1.3,19.7,12.0,91.0,4.0,1018.0,0,0,1,1
0,0,10,4,38.0,1,121.1,57.4,1.6,12.1,12.0,86.0,7.0,1014.0,1,0,0,0
1,0,10,4,21.0,0,123.0,63.9,1.5,14.3,12.0,76.0,6.0,1016.0,1,0,0,0
2,0,10,4,28.0,1,138.7,63.7,1.6,15.4,11.0,77.0,4.0,1017.0,1,0,0,0
3,0,10,4,24.0,0,133.6,66.5,1.6,16.0,10.0,76.0,6.0,1015.0,1,0,0,0
4,0,10,4,42.0,1,206.5,80.7,1.6,12.3,11.0,78.0,4.0,1021.0,1,0,0,0
5,1,10,4,58.0,1,203.0,76.5,1.4,11.4,11.0,83.0,4.0,1023.0,1,0,0,0
6,1,10,4,66.0,1,150.7,72.5,1.3,11.0,13.0,86.0,4.0,1022.0,1,0,0,0
0,0,10,4,74.0,1,235.0,76.0,1.7,5.4,10.0,96.0,5.0,1022.0,1,0,0,1
1,0,10,4,58.0,1,271.5,76.5,1.8,4.4,10.0,91.0,4.0,1021.0,1,0,0,1
2,0,10,4,36.0,1,165.6,67.8,1.1,8.5,12.0,92.0,8.0,1017.0,0,0,1,0
3,0,10,4,20.0,0,115.7,47.1,1.0,8.8,13.0,94.0,5.0,1016.0,0,0,1,1
4,0,10,4,30.0,1,222.8,70.2,1.6,5.7,13.0,91.0,3.0,1024.0,1,0,0,1
5,1,10,4,28.0,1,131.7,60.4,1.1,15.9,12.0,80.0,4.0,1029.0,1,0,0,0
6,1,11,4,30.0,1,123.4,61.6,1.0,22.1,11.0,75.0,5.0,1033.0,1,0,0,0
3,0,11,4,38.0,1,274.7,87.0,1.7,9.3,12.0,82.0,4.0,1021.0,1,0,0,0
4,0,11,4,55.0,1,278.0,87.8,1.9,9.9,12.0,83.0,5.0,1024.0,1,0,0,0
5,1,11,4,57.0,1,385.0,100.6,2.2,8.5,12.0,83.0,5.0,1028.0,1,0,0,0
6,1,11,4,49.0,1,319.2,99.4,2.1,9.7,12.0,83.0,3.0,1029.0,1,0,0,0
0,0,11,4,30.0,1,162.0,64.8,1.4,15.0,14.0,81.0,8.0,1026.0,1,0,0,0
1,0,11,4,35.0,1,207.5,78.5,1.5,10.8,13.0,85.0,4.0,1025.0,1,0,0,0
2,0,11,4,37.0,1,317.5,89.9,1.9,7.7,12.0,89.0,5.0,1024.0,1,0,0,0
3,0,11,4,52.0,1,232.9,83.7,1.6,5.6,11.0,86.0,5.0,1026.0,1,0,0,0
4,0,11,4,70.0,1,327.7,97.6,1.9,6.7,10.0,93.0,5.0,1027.0,1,0,0,1
5,1,11,4,45.0,1,120.4,55.9,1.0,3.4,10.0,99.0,5.0,1026.0,1,0,1,1
6,1,11,4,48.0,1,95.3,54.5,1.0,5.9,10.0,94.0,7.0,1021.0,1,0,0,0
0,0,11,4,47.0,1,167.3,62.2,1.3,3.3,9.0,96.0,5.0,1020.0,1,0,0,1
1,0,11,4,49.0,1,208.3,66.1,1.4,3.3,9.0,98.0,6.0,1020.0,1,0,0,0
2,0,11,4,45.0,1,204.4,65.9,1.4,3.0,9.0,96.0,6.0,1022.0,1,0,0,0
3,0,11,4,32.0,1,149.9,57.4,1.3,3.3,11.0,95.0,6.0,1023.0,1,0,0,0
4,0,11,4,40.0,1,164.2,62.5,1.4,5.0,12.0,89.0,5.0,1012.0,0,0,0,0
5,1,11,4,29.0,1,132.4,54.1,1.2,8.1,10.0,92.0,9.0,992.0,1,0,1,0
6,1,11,4,13.0,0,80.3,44.9,0.9,20.9,8.0,64.0,8.0,1002.0,0,0,0,0
0,0,11,4,11.0,0,117.5,60.6,1.0,9.3,5.0,83.0,8.0,1019.0,0,0,1,0
1,0,11,4,29.0,1,167.1,66.6,1.3,8.0,4.0,82.0,4.0,1023.0,1,0,0,0
2,0,11,4,50.0,1,184.0,67.9,1.3,4.3,3.0,88.0,4.0,1011.0,1,0,0,0
3,0,11,4,64.0,1,220.1,71.0,1.6,5.0,3.0,88.0,5.0,1007.0,1,0,0,0
4,0,11,4,46.0,1,268.2,82.5,1.6,5.9,4.0,74.0,5.0,1012.0,1,0,0,0
5,1,11,4,44.0,1,252.4,81.0,1.6,4.4,2.0,86.0,5.0,1014.0,1,0,0,0
6,1,11,4,62.0,1,221.2,80.6,1.6,5.0,3.0,85.0,4.0,1023.0,1,0,0,0
0,0,11,4,48.0,1,253.7,81.9,1.9,7.5,6.0,81.0,5.0,1024.0,1,0,0,0
1,0,12,1,66.0,1,239.9,78.0,1.8,6.0,6.0,84.0,6.0,1025.0,1,0,0,0
2,0,12,1,79.0,1,278.7,85.7,1.9,4.0,4.0,96.0,5.0,1030.0,1,0,0,1
3,0,12,1,67.0,1,333.5,84.6,2.1,4.2,4.0,99.0,6.0,1032.0,1,0,0,0
4,0,12,1,62.0,1,329.6,84.2,2.1,4.0,3.0,100.0,7.0,1034.0,1,0,0,0
5,1,12,1,53.0,1,156.9,59.6,1.5,3.6,6.0,97.0,7.0,1036.0,1,0,0,0
6,1,12,1,52.0,1,141.5,56.9,1.5,3.5,6.0,99.0,5.0,1036.0,1,0,1,1
0,0,12,1,68.0,1,134.5,51.8,1.5,3.5,7.0,95.0,4.0,1037.0,1,0,0,1
1,0,12,1,75.0,1,184.6,62.3,1.9,4.3,6.0,96.0,7.0,1034.0,1,0,0,0
2,0,12,1,60.0,1,182.8,62.7,1.8,3.2,5.0,100.0,5.0,1033.0,1,0,0,1
3,0,12,1,42.0,1,254.4,69.0,2.0,4.1,3.0,100.0,6.0,1035.0,1,0,0,0
4,0,12,1,48.0,1,259.3,67.3,1.9,4.0,2.0,97.0,7.0,1032.0,1,0,0,0
5,1,12,1,60.0,1,280.4,72.8,1.9,4.2,3.0,94.0,5.0,1027.0,1,0,0,1
6,1,12,1,62.0,1,214.3,67.9,1.9,3.8,6.0,87.0,5.0,1024.0,0,0,0,0
0,0,12,1,67.0,1,232.5,67.1,1.8,3.7,6.0,85.0,4.0,1026.0,1,0,0,0
1,0,12,1,78.0,1,295.6,79.6,2.0,4.2,6.0,90.0,4.0,1027.0,1,0,0,1
2,0,12,1,83.0,1,337.2,95.4,1.8,5.1,8.0,84.0,4.0,1030.0,0,0,0,0
3,0,12,1,76.0,1,352.2,98.0,2.0,4.9,6.0,85.0,5.0,1030.0,1,0,0,0
5,1,12,1,69.0,1,315.6,88.5,1.8,4.7,5.0,89.0,5.0,1028.0,1,0,0,0
6,1,12,1,70.0,1,289.9,81.3,2.0,5.0,6.0,88.0,5.0,1029.0,1,0,0,0
0,0,12,1,67.0,1,271.5,73.1,1.7,3.4,7.0,94.0,4.0,1032.0,1,0,1,1
1,0,12,1,58.0,1,248.4,64.8,1.7,3.2,8.0,90.0,5.0,1035.0,1,0,0,1
2,0,12,1,55.0,1,282.1,65.5,1.7,3.3,8.0,94.0,5.0,1033.0,0,0,0,1
3,0,12,1,45.0,1,129.8,49.4,1.2,3.0,7.0,92.0,6.0,1033.0,0,0,0,0
4,0,12,1,48.0,1,108.4,48.4,1.1,3.3,6.0,91.0,6.0,1035.0,1,0,0,0
5,1,12,1,48.0,1,174.0,52.7,1.4,3.4,3.0,97.0,6.0,1035.0,1,0,0,0
6,1,12,1,57.0,1,205.3,56.9,1.5,4.0,2.0,99.0,4.0,1034.0,1,0,0,1
0,0,12,1,56.0,1,231.3,64.0,1.6,4.1,1.0,99.0,6.0,1032.0,1,0,0,0
1,0,12,1,72.0,1,364.1,77.5,2.1,3.9,1.0,99.0,4.0,1029.0,1,0,0,1
2,0,12,1,37.0,1,201.8,65.2,1.4,6.3,6.0,81.0,5.0,1030.0,1,0,0,0
3,0,12,1,23.0,0,72.8,42.2,0.9,7.0,5.0,74.0,5.0,1029.0,0,0,0,0
4,0,1,1,65.0,1,125.9,45.8,1.2,4.4,1.0,97.0,6.0,1026.0,1,0,0,0
5,1,1,1,38.0,1,102.2,43.8,1.1,5.6,1.0,97.0,5.0,1019.0,1,1,1,1
6,1,1,1,30.0,1,88.5,49.4,1.1,5.7,1.0,96.0,7.0,1010.0,1,1,0,0
0,0,1,1,34.0,1,95.3,47.7,1.1,4.0,2.0,93.0,7.0,1000.0,0,1,1,0
1,0,1,1,35.0,1,138.3,53.9,1.2,3.9,3.0,89.0,6.0,1001.0,0,0,1,0
2,0,1,1,32.0,1,113.2,52.6,1.2,6.5,5.0,85.0,8.0,1001.0,1,0,0,0
3,0,1,1,37.0,1,246.9,74.1,1.6,4.4,3.0,88.0,5.0,1004.0,1,0,0,0
4,0,1,1,46.0,1,206.7,66.6,1.6,3.9,2.0,89.0,7.0,1009.0,1,0,0,0
5,1,1,1,43.0,1,184.4,60.8,1.5,3.7,5.0,95.0,6.0,1008.0,0,0,1,0
6,1,1,1,40.0,1,162.1,53.0,1.5,3.5,5.0,95.0,5.0,1004.0,1,0,1,1
0,0,1,1,29.0,1,140.6,49.9,1.4,3.0,6.0,95.0,8.0,997.0,1,0,1,0
1,0,1,1,26.0,1,244.6,72.4,1.9,4.1,5.0,80.0,7.0,1002.0,1,0,0,0
2,0,1,1,19.0,0,177.0,78.0,1.4,8.1,7.0,46.0,11.0,1014.0,0,0,0,0
3,0,1,1,25.0,1,170.8,73.7,1.3,4.5,2.0,74.0,7.0,1014.0,0,0,0,0
4,0,1,1,25.0,1,146.7,69.0,1.3,11.4,5.0,54.0,11.0,1010.0,0,0,0,0
5,1,1,1,20.0,0,164.6,71.8,1.3,12.7,5.0,43.0,10.0,1014.0,0,0,0,0
0,0,1,1,20.0,0,165.7,75.1,1.3,11.6,0.0,40.0,4.0,1020.0,0,0,0,0
1,0,1,1,36.0,1,188.4,82.8,1.4,6.1,-1.0,55.0,4.0,1017.0,0,0,0,0
2,0,1,1,50.0,1,221.1,87.1,1.7,5.4,0.0,63.0,6.0,1018.0,0,0,0,0
3,0,1,1,67.0,1,289.3,97.0,1.9,6.0,0.0,69.0,6.0,1023.0,0,0,0,0
4,0,1,1,73.0,1,311.6,104.2,2.1,5.9,0.0,75.0,4.0,1032.0,0,0,0,0
5,1,1,1,78.0,1,281.5,102.5,2.1,9.6,2.0,73.0,6.0,1033.0,0,0,0,0
6,1,1,1,97.0,1,226.0,92.3,2.2,6.7,2.0,75.0,6.0,1034.0,0,0,0,0
0,0,1,1,85.0,1,280.7,101.1,2.4,9.1,4.0,77.0,5.0,1032.0,1,0,0,0
1,0,1,1,47.0,1,262.2,93.3,2.4,9.6,7.0,81.0,5.0,1030.0,1,0,0,0
2,0,1,1,71.0,1,320.3,99.9,2.5,4.1,7.0,85.0,4.0,1029.0,1,0,0,0
3,0,1,1,75.0,1,238.8,82.7,2.3,3.3,9.0,84.0,5.0,1028.0,0,0,1,0
4,0,1,1,62.0,1,238.2,84.5,2.3,5.7,10.0,81.0,5.0,1030.0,1,0,1,0
5,1,1,1,103.0,1,215.8,84.5,2.3,3.5,8.0,91.0,4.0,1027.0,1,0,1,1
6,1,1,1,69.0,1,198.6,71.6,2.3,6.3,8.0,92.0,8.0,1016.0,1,0,0,0
0,0,2,1,41.0,1,203.6,61.7,2.2,3.4,5.0,97.0,8.0,1022.0,1,0,0,0
1,0,2,1,49.0,1,103.1,47.4,1.7,3.8,8.0,96.0,5.0,1026.0,1,0,0,1
4,0,2,1,27.0,1,163.4,86.7,0.8,8.2,6.0,60.0,9.0,1025.0,0,0,0,0
5,1,2,1,39.0,1,170.6,82.4,0.8,4.4,4.0,85.0,5.0,1029.0,0,0,1,0
6,1,2,1,31.0,1,138.9,72.4,0.8,5.2,6.0,94.0,6.0,1014.0,0,0,1,0
0,0,2,1,24.0,0,142.1,65.3,0.9,7.7,7.0,87.0,7.0,1015.0,0,0,1,0
1,0,2,1,32.0,1,224.1,78.1,1.1,3.9,8.0,91.0,8.0,1008.0,0,0,1,0
2,0,2,1,12.0,0,121.5,74.2,0.7,22.4,9.0,43.0,11.0,998.0,1,0,0,0
3,0,2,1,15.0,0,187.9,92.6,0.8,10.2,5.0,56.0,5.0,1007.0,0,0,0,0
4,0,2,1,28.0,1,121.3,71.4,0.6,13.8,5.0,72.0,7.0,1004.0,0,0,1,0
5,1,2,1,44.0,1,114.9,66.2,0.7,7.4,4.0,86.0,8.0,997.0,0,0,0,0
6,1,2,1,32.0,1,91.6,58.0,0.7,10.7,5.0,92.0,6.0,995.0,0,0,1,0
0,0,2,1,31.0,1,138.2,71.3,0.9,9.0,7.0,81.0,6.0,1004.0,0,0,0,0
1,0,2,1,12.0,0,118.6,63.8,0.8,15.2,7.0,91.0,5.0,1021.0,0,0,1,1
2,0,2,1,10.0,0,134.2,67.7,0.7,12.4,6.0,89.0,7.0,1019.0,0,0,1,0
3,0,2,1,28.0,1,152.9,66.1,1.0,9.4,6.0,83.0,9.0,1016.0,1,0,0,0
4,0,2,1,32.0,1,176.7,74.1,1.1,13.0,7.0,70.0,7.0,1015.0,1,0,0,0
5,1,2,1,15.0,0,105.0,66.8,0.7,27.6,8.0,61.0,6.0,1024.0,1,0,0,0
6,1,2,1,20.0,0,109.3,69.3,0.8,28.9,10.0,60.0,7.0,1021.0,0,0,0,0
0,0,2,1,46.0,1,173.8,83.0,1.1,6.1,9.0,83.0,5.0,1018.0,0,0,0,0
1,0,2,1,63.0,1,127.7,65.8,1.1,11.2,10.0,82.0,6.0,1011.0,1,0,0,0
2,0,2,1,33.0,1,153.3,68.5,1.1,16.8,8.0,76.0,10.0,1013.0,1,0,0,0
3,0,2,1,17.0,0,101.5,58.7,0.8,27.6,7.0,70.0,6.0,1011.0,1,0,0,0
4,0,2,1,33.0,1,176.7,68.5,1.1,16.3,5.0,85.0,9.0,1010.0,1,0,1,0
5,1,2,1,20.0,0,105.2,53.2,1.0,18.1,5.0,88.0,8.0,1008.0,0,0,1,0
6,1,2,1,13.0,0,114.4,64.7,1.0,13.0,7.0,94.0,9.0,1006.0,0,0,1,0
0,0,2,1,7.0,0,129.9,70.5,1.1,20.7,10.0,85.0,8.0,1004.0,0,0,1,0
1,0,3,2,28.0,1,199.8,79.1,1.5,8.4,9.0,81.0,5.0,1011.0,1,0,0,0
2,0,3,2,31.0,1,114.2,64.2,1.2,23.4,10.0,75.0,9.0,1007.0,1,0,1,0
4,0,3,2,20.0,0,134.3,73.5,1.0,13.9,7.0,60.0,6.0,1005.0,1,0,0,0
5,1,3,2,14.0,0,84.4,54.9,0.8,20.7,5.0,89.0,12.0,999.0,0,0,1,0
6,1,3,2,29.0,1,96.5,61.2,1.0,9.9,3.0,92.0,6.0,1001.0,1,0,0,0
0,0,3,2,32.0,1,107.4,67.0,1.1,20.4,5.0,84.0,9.0,1002.0,1,0,0,0
3,0,3,2,30.0,1,122.6,74.0,1.1,28.1,9.0,65.0,5.0,1011.0,0,0,0,0
4,0,3,2,29.0,1,123.3,75.7,1.1,30.3,9.0,67.0,7.0,1016.0,0,0,0,0
5,1,3,2,32.0,1,96.5,63.5,1.0,36.5,12.0,59.0,6.0,1018.0,0,0,0,0
6,1,3,2,21.0,0,66.1,47.6,1.0,43.1,11.0,62.0,7.0,1020.0,0,0,1,0
0,0,3,2,16.0,0,92.0,54.6,1.0,33.6,11.0,57.0,6.0,1023.0,0,0,1,0
1,0,3,2,30.0,1,111.1,64.9,1.1,29.7,9.0,64.0,13.0,1017.0,1,0,1,0
2,0,3,2,12.0,0,79.1,45.9,0.9,40.3,7.0,60.0,18.0,1021.0,0,0,1,0
3,0,3,2,28.0,1,105.0,64.3,1.0,37.1,9.0,55.0,7.0,1026.0,0,0,0,0
4,0,3,2,32.0,1,150.6,79.8,1.4,26.1,10.0,60.0,7.0,1018.0,0,0,0,0
5,1,3,2,35.0,1,161.8,80.1,1.4,41.2,12.0,57.0,8.0,1015.0,0,0,0,0
6,1,3,2,22.0,0,61.7,45.3,1.1,66.7,12.0,63.0,9.0,1016.0,0,0,0,0
0,0,3,2,28.0,1,92.8,61.6,1.2,44.7,12.0,69.0,6.0,1013.0,1,0,0,0
1,0,3,2,46.0,1,89.8,56.9,1.0,34.5,12.0,75.0,8.0,1006.0,1,0,0,0
3,0,3,2,30.0,1,95.7,60.9,0.7,34.8,11.0,50.0,7.0,1008.0,0,0,0,0
4,0,3,2,35.0,1,77.8,53.8,0.6,45.6,11.0,52.0,7.0,1015.0,0,0,0,0
5,1,3,2,40.0,1,71.3,51.0,0.6,46.8,12.0,65.0,7.0,1017.0,0,0,0,0
6,1,3,2,33.0,1,46.4,35.4,0.6,62.2,12.0,65.0,9.0,1015.0,1,0,1,0
0,0,3,2,28.0,1,46.8,34.9,0.6,45.3,11.0,89.0,7.0,1013.0,1,0,1,0
1,0,3,2,15.0,0,74.3,47.1,0.7,43.5,14.0,70.0,8.0,1014.0,1,0,0,0
2,0,3,2,19.0,0,103.5,62.9,0.8,24.7,14.0,71.0,6.0,1018.0,0,0,0,0
3,0,3,2,36.0,1,123.3,70.3,1.0,16.7,15.0,73.0,6.0,1017.0,1,0,1,0
4,0,4,2,30.0,1,76.6,51.4,0.9,34.0,14.0,77.0,8.0,1016.0,0,0,0,0
5,1,4,2,38.0,1,79.9,52.9,0.9,31.2,15.0,78.0,7.0,1019.0,0,0,0,0
6,1,4,2,33.0,1,64.4,47.5,0.8,43.0,16.0,72.0,4.0,1018.0,1,0,0,0
0,0,4,2,36.0,1,67.6,43.8,0.8,35.8,15.0,75.0,10.0,1014.0,0,0,1,0
3,0,4,2,11.0,0,68.1,45.1,0.6,62.4,12.0,53.0,13.0,1013.0,0,0,1,0
4,0,4,2,15.0,0,68.6,46.9,0.7,56.6,14.0,54.0,10.0,1017.0,0,0,0,0
5,1,4,2,14.0,0,59.7,43.1,0.6,71.2,16.0,48.0,13.0,1016.0,0,0,1,0
6,1,5,2,6.0,0,37.2,29.1,0.6,62.1,11.0,86.0,7.0,1013.0,0,0,1,0
0,0,5,2,16.0,0,61.0,43.2,0.8,39.0,14.0,75.0,6.0,1013.0,0,0,0,0
1,0,5,2,13.0,0,77.8,49.5,0.8,45.8,18.0,52.0,10.0,1013.0,1,0,0,0
3,0,5,2,15.0,0,72.6,50.9,0.7,69.2,17.0,46.0,8.0,1020.0,0,0,0,0
4,0,5,2,25.0,1,95.0,69.9,0.8,56.6,18.0,49.0,7.0,1018.0,0,0,0,0
5,1,5,2,14.0,0,74.0,57.1,0.8,74.7,18.0,49.0,6.0,1014.0,0,0,0,0
2,0,5,2,14.0,0,83.4,53.9,0.9,28.7,15.0,89.0,13.0,1007.0,0,0,1,0
3,0,5,2,17.0,0,53.5,41.6,0.8,84.6,21.0,49.0,6.0,1015.0,0,0,0,0
4,0,5,2,23.0,0,81.9,63.6,1.0,77.8,22.0,53.0,5.0,1016.0,0,0,0,0
5,1,5,2,22.0,0,65.0,50.1,0.9,84.0,24.0,55.0,9.0,1013.0,0,0,0,0
6,1,5,2,15.0,0,44.9,33.0,0.9,51.8,18.0,84.0,10.0,1008.0,0,0,1,0
0,0,5,2,10.0,0,76.0,49.1,1.0,26.2,17.0,90.0,7.0,1009.0,0,0,1,0
1,0,5,2,12.0,0,81.0,52.2,1.0,21.5,17.0,79.0,7.0,1012.0,0,0,1,0
2,0,6,3,10.0,0,80.1,52.3,1.1,31.3,18.0,76.0,6.0,1013.0,0,0,1,0
3,0,6,3,7.0,0,34.2,28.1,0.9,58.3,18.0,78.0,6.0,1011.0,0,0,1,0
4,0,6,3,24.0,0,47.2,37.1,1.0,48.6,19.0,78.0,5.0,1011.0,1,0,1,0
5,1,6,3,13.0,0,47.0,33.7,0.9,54.1,19.0,80.0,7.0,1012.0,0,0,1,0
6,1,6,3,18.0,0,37.1,29.5,0.9,48.4,20.0,77.0,7.0,1014.0,0,0,1,0
0,0,6,3,9.0,0,70.9,48.0,1.1,48.2,21.0,70.0,6.0,1018.0,0,0,1,0
1,0,6,3,13.0,0,72.6,55.1,1.1,52.8,23.0,64.0,7.0,1019.0,0,0,0,0
2,0,6,3,10.0,0,68.0,46.5,1.1,57.9,22.0,68.0,8.0,1016.0,0,0,1,0
3,0,6,3,20.0,0,51.5,38.7,1.1,64.8,19.0,84.0,7.0,1012.0,0,0,1,0
4,0,6,3,16.0,0,55.7,43.4,1.1,61.3,21.0,72.0,6.0,1012.0,1,0,0,0
5,1,6,3,18.0,0,56.8,43.0,1.1,60.0,20.0,73.0,8.0,1010.0,0,0,1,0
6,1,6,3,6.0,0,42.2,33.6,1.0,69.2,20.0,68.0,6.0,1009.0,0,0,0,0
0,0,6,3,11.0,0,52.9,38.0,1.1,67.9,21.0,62.0,7.0,1004.0,0,0,0,0
1,0,6,3,6.0,0,50.5,35.7,1.1,65.2,20.0,70.0,10.0,1001.0,0,0,1,0
2,0,6,3,3.0,0,53.3,37.7,1.1,52.9,19.0,77.0,7.0,1002.0,0,0,1,0
3,0,6,3,8.0,0,67.3,45.1,1.1,34.0,20.0,73.0,16.0,1003.0,0,0,1,0
4,0,6,3,4.0,0,44.2,30.3,1.0,51.1,21.0,57.0,10.0,1009.0,0,0,0,0
5,1,6,3,7.0,0,46.5,34.8,1.0,54.0,20.0,60.0,7.0,1017.0,0,0,0,0
6,1,6,3,8.0,0,50.2,38.8,1.0,43.1,19.0,74.0,6.0,1016.0,0,0,1,0
0,0,6,3,6.0,0,68.1,49.5,1.2,43.5,21.0,61.0,6.0,1017.0,1,0,0,0
1,0,6,3,9.0,0,59.8,45.7,1.1,71.3,24.0,51.0,6.0,1021.0,0,0,0,0
2,0,6,3,12.0,0,76.2,60.4,1.2,86.5,25.0,54.0,5.0,1022.0,0,0,0,0
3,0,6,3,21.0,0,73.7,61.5,1.3,97.4,27.0,58.0,6.0,1021.0,0,0,0,0
4,0,6,3,29.0,1,65.9,56.8,1.3,101.4,28.0,57.0,6.0,1016.0,0,0,0,0
5,1,6,3,17.0,0,58.0,43.6,1.2,74.4,27.0,57.0,8.0,1011.0,0,0,0,0
6,1,6,3,10.0,0,37.7,29.5,1.0,68.8,25.0,60.0,9.0,1011.0,0,0,1,0
0,0,6,3,4.0,0,60.9,43.1,1.1,59.3,25.0,52.0,6.0,1013.0,0,0,0,0
1,0,6,3,8.0,0,61.1,44.7,1.1,74.3,25.0,54.0,8.0,1016.0,0,0,0,0
2,0,6,3,10.0,0,71.7,54.4,1.2,81.6,26.0,49.0,8.0,1015.0,0,0,0,0
3,0,6,3,15.0,0,63.8,46.3,1.2,75.8,26.0,54.0,8.0,1014.0,0,0,0,0
4,0,7,3,15.0,0,49.6,39.5,1.2,77.6,26.0,54.0,6.0,1016.0,0,0,0,0
5,1,7,3,12.0,0,38.6,31.2,1.1,77.4,25.0,64.0,7.0,1014.0,0,0,1,0
6,1,7,3,9.0,0,39.4,31.3,1.1,66.9,25.0,67.0,6.0,1014.0,1,0,0,0
0,0,7,3,6.0,0,49.4,33.4,1.1,55.2,24.0,54.0,11.0,1019.0,0,0,0,0
1,0,7,3,16.0,0,60.4,48.0,1.3,73.5,26.0,57.0,6.0,1015.0,0,0,0,0
2,0,7,3,15.0,0,69.0,53.1,1.3,77.9,26.0,54.0,8.0,1014.0,0,0,0,0
3,0,7,3,16.0,0,69.5,53.7,1.2,78.9,26.0,57.0,9.0,1016.0,0,0,0,0
4,0,7,3,16.0,0,50.6,38.0,1.2,73.5,27.0,58.0,9.0,1017.0,0,0,0,0
6,1,7,3,17.0,0,36.7,28.9,1.1,101.0,29.0,55.0,8.0,1015.0,0,0,0,0
0,0,7,3,15.0,0,53.8,40.9,1.2,83.9,29.0,53.0,7.0,1013.0,0,0,0,0
1,0,7,3,8.0,0,65.0,48.4,1.3,42.2,24.0,74.0,6.0,1011.0,0,0,1,0
2,0,7,3,12.0,0,79.1,53.1,1.3,42.8,23.0,71.0,15.0,1007.0,0,0,1,0
4,0,7,3,3.0,0,68.0,47.3,1.1,56.2,22.0,42.0,11.0,1016.0,0,0,0,0
5,1,7,3,2.0,0,53.0,42.4,1.1,64.4,22.0,42.0,7.0,1018.0,0,0,0,0
6,1,7,3,6.0,0,41.4,33.9,1.1,79.6,23.0,50.0,8.0,1019.0,0,0,0,0
0,0,7,3,10.0,0,49.5,40.8,1.1,90.8,26.0,49.0,7.0,1019.0,0,0,0,0
1,0,8,3,6.0,0,32.9,25.3,0.5,74.2,26.0,54.0,6.0,1015.0,0,0,1,0
2,0,8,3,3.0,0,30.7,23.0,0.6,64.2,25.0,60.0,9.0,1010.0,0,0,0,0
3,0,8,3,7.0,0,32.8,24.8,0.6,74.4,24.0,66.0,7.0,1010.0,0,0,1,0
4,0,8,3,7.0,0,36.2,27.3,0.6,75.9,24.0,70.0,7.0,1011.0,0,0,0,0
6,1,8,3,7.0,0,29.6,22.5,0.6,50.9,24.0,67.0,7.0,1014.0,0,0,0,0
4,0,8,3,15.0,0,43.4,34.3,0.6,79.7,25.0,54.0,7.0,1020.0,0,0,0,0
5,1,8,3,12.0,0,40.7,34.3,0.6,81.7,25.0,55.0,6.0,1020.0,0,0,0,0
6,1,8,3,10.0,0,39.5,32.4,0.6,87.0,26.0,54.0,6.0,1018.0,0,0,0,0
0,0,8,3,9.0,0,35.4,27.9,0.7,84.4,27.0,53.0,7.0,1015.0,0,0,0,0
1,0,8,3,5.0,0,58.2,41.4,0.8,43.1,23.0,71.0,7.0,1019.0,0,0,1,0
2,0,8,3,10.0,0,59.7,43.0,0.8,56.9,24.0,64.0,5.0,1020.0,0,0,0,0
3,0,9,4,19.0,0,72.4,56.9,0.9,64.6,25.0,61.0,4.0,1019.0,0,0,0,0
4,0,9,4,15.0,0,63.8,50.8,0.8,81.6,26.0,59.0,5.0,1018.0,0,0,0,0
5,1,9,4,18.0,0,52.1,42.9,0.8,90.0,26.0,58.0,5.0,1018.0,0,0,0,0
6,1,9,4,14.0,0,40.0,32.5,0.7,88.9,26.0,59.0,6.0,1015.0,0,0,0,0
0,0,9,4,8.0,0,72.1,44.6,0.8,46.1,26.0,54.0,9.0,1012.0,0,0,0,0
1,0,9,4,5.0,0,55.3,40.1,0.7,57.1,24.0,56.0,11.0,1017.0,0,0,0,0
1,0,9,4,20.0,0,82.9,74.2,1.0,52.7,25.0,54.0,5.0,1016.0,0,0,0,0
2,0,9,4,24.0,0,95.8,74.5,0.9,60.8,25.0,53.0,5.0,1014.0,0,0,1,0
3,0,9,4,28.0,1,85.0,61.0,0.9,39.7,22.0,74.0,10.0,1014.0,0,0,1,0
